# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 27 22:19:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_year = 2019)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
LP 791-18 b,LP 791-18,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,0.94800500000,0.00000580000,-0.00000580000,0,0.0096900000,0.0003200000,-0.0003500000,0,1.12000000,0.13000000,-0.13000000,0,0.09991971,0.01159782,-0.01159782,0,,,,,,,,,,0.000000,,,0,21.5000,5.4000,-4.6000,0,650.00,120.00,-120.00,0,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,0.171000,0.018000,-0.018000,0,0.139000,0.005000,-0.005000,0,-0.0900,0.1900,-0.1900,0,[Fe/H],5.115000,0.094000,-0.094000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2019-11-01,2019-09,2019-11-07
LP 791-18 b,LP 791-18,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.94799454358,0.00001389342,-0.00001389342,0,,,,,1.19263921,0.47840133,-0.47840133,0,0.10640033,0.04268018,-0.04268018,0,,,,,,,,,,,,,,20.5198,,,0,542.83,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,2940.00,67.00,-67.00,0,0.171430,0.005189,-0.005189,0,,,,,,,,,,5.143150,0.410207,-0.410207,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2024-01-22,2017-07,2024-01-22
LP 791-18 c,LP 791-18,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.98991757887,0.00000559993,-0.00000559993,0,,,,,2.98584360,1.24321780,-1.24321780,0,0.26637958,0.11091265,-0.11091265,0,,,,,,,,,,,,,,2.2411,,,0,312.06,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,2940.00,67.00,-67.00,0,0.171430,0.005189,-0.005189,0,,,,,,,,,,5.143150,0.410207,-0.410207,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2024-02-16,2017-07,2024-02-16
LP 791-18 c,LP 791-18,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,4.98990540000,0.00000260000,-0.00000260000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,0.171000,0.018000,-0.018000,0,0.139000,0.005000,-0.005000,0,-0.0900,0.1900,-0.1900,0,[Fe/H],5.115000,0.094000,-0.094000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2024-03-04,2023-03,2024-03-04
LP 791-18 c,LP 791-18,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,4.98990930000,0.00000740000,-0.00000720000,0,0.0296100000,0.0003500000,-0.0003600000,0,2.43800000,0.09600000,-0.09600000,0,0.21750417,0.00856456,-0.00856456,0,7.10000000,0.70000000,-0.70000000,0,0.02233910,0.00220245,-0.00220245,0,Mass,0.000080,0.000040,-0.000040,0,2.6370,0.0660,-0.0620,0,324.40,2.00,-1.90,0,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.182000,0.007000,-0.007000,0,0.139000,0.005000,-0.005000,0,-0.0900,0.1900,-0.1900,0,[Fe/H],5.115000,0.094000,-0.094000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2023-05-14,2023-05,2023-05-14
LP 791-18 c,LP 791-18,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,4.98996300000,0.00005000000,-0.00005000000,0,0.0293920000,0.0009800000,-0.0010500000,0,2.31000000,0.25000000,-0.25000000,0,0.20608440,0.02230351,-0.02230351,0,,,,,,,,,,0.000000,,,0,2.3500,0.5900,-0.5100,0,370.00,30.00,-30.00,0,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,0.171000,0.018000,-0.018000,0,0.139000,0.005000,-0.005000,0,-0.0900,0.1900,-0.1900,0,[Fe/H],5.115000,0.094000,-0.094000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.49270000,0.06400000,-0.06380000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2019-11-01,2019-09,2019-11-07
LSPM J2116+0234 b,LSPM J2116+0234,1,1,1,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,14.43990000000,0.00780000000,-0.00870000000,0,0.0876000000,0.0022000000,-0.0021000000,0,,,,,,,,,13.30000000,1.00000000,-1.10000000,0,0.04184627,0.00314634,-0.00346097,0,Msini,0.183000,0.062000,-0.063000,0,,,,,,,,,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,M3.0 V,3475.00,51.00,-51.00,0,0.431000,0.015000,-0.015000,0,0.430000,0.031000,-0.031000,0,-0.0500,0.1600,-0.1600,0,[Fe/H],4.950000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h16m27.54s,319.1147513,+02d34m50.78s,2.5807711,17.62970000,0.01865000,-0.01865000,11.9610000,0.0780000,-0.0780000,7.3240000,0.0270000,-0.0270000,10.8595000,0.0007530,-0.0007530,2019-06-07,2019-07,2019-06-13
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,5.35876500000,0.00000300000,-0.00000300000,0,0.0320000000,0.0060000000,-0.0030000000,0,1.43000000,0.09000000,-0.09000000,0,0.12757627,0.00802928,-0.00802928,0,2.32000000,0.25000000,-0.25000000,0,0.00729954,0.00078659,-0.00078659,0,Mass,0.180000,0.070000,-0.060000,0,,,,,,,,,0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,,,,,,0.276000,0.010000,-0.010000,0,0.249000,0.023000,-0.023000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2025-04-07,2023-05,2025-04-07
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,5.35882000000,0.00030000000,-0.00031000000,0,0.0380700000,0.0006800000,-0.0007100000,0,1.38000000,0.13000000,-0.12000000,0,0.12311535,0.01159782,-0.01070568,0,2.20000000,1.70000000,-2.10000000,0,0.00692194,0.00534877,-0.00660731,0,Mass,0.190000,0.350000,-0.140000,0,,,,,433.00,28.00,-27.00,0,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,,3337.00,150.00,-150.00,0,0.276000,0.024000,-0.019000,0,0.256000,0.014000,-0.014000,0,-0.3400,0.0800,-0.0800,0,[Fe/H],4.967000,0.061000,-0.075000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2019-08-09,2019-10,2019-08-15
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,5.35876000000,0.00001000000,-0.00001000000,0,0.0220000000,0.0030000000,-0.0030000000,0,1.18000000,0.06000000,-0.06000000,0,0.10527273,0.00535285,-0.00535285,0,,,,,,,,,,,,,,,,,,555.00,48.00,-48.00,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M3.0,3340.00,150.00,-150.00,0,0.265000,0.011000,-0.011000,0,0.257000,0.014000,-0.014000,0,-0.3400,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2023-08-22,2023-03,2023-08-22
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,5.35876570000,0.00000430000,-0.00000420000,0,0.0381300000,0.0006800000,-0.0007000000,0,1.30500000,0.06600000,-0.06100000,0,0.11642450,0.00588814,-0.00544206,0,2.87000000,0.26000000,-0.25000000,0,0.00903003,0.00081805,-0.00078659,0,Mass,0.110000,,,1,5.4000,1.2000,-1.0000,0,424.00,21.00,-21.00,0,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340.00,150.00,-150.00,0,0.265000,0.011000,-0.010000,0,0.257000,0.014000,-0.014000,0,-0.3400,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2022-01-24,2021-07,2022-01-24
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,5.35877700000,0.00001100000,-0.00001100000,0,,,,,,,,,,,,,,,,,,,,,,0.190000,0.350000,-0.140000,0,,,,,,,,,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,,3337.00,150.00,-150.00,0,0.276000,0.024000,-0.019000,0,0.256000,0.014000,-0.014000,0,-0.3400,0.0800,-0.0800,0,[Fe/H],4.967000,0.061000,-0.075000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2024-03-04,2023-03,2024-03-04
LTT 1445 A b,LTT 1445 A,1,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>,5.35876350000,0.00000440000,-0.00000450000,0,0.0381000000,0.0006700000,-0.0007000000,0,1.34000000,0.11000000,-0.06000000,0,0.11954700,0.00981356,-0.00535285,0,2.73000000,0.25000000,-0.23000000,0,0.00858954,0.00078659,-0.00072366,0,Mass,,,,,5.7000,1.3000,-1.1000,0,431.00,23.00,-23.00,0,0,<a refstr=PASS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..171P/abstract target=ref>Pass et al. 2023</a>,,,,,,0.271000,0.019000,-0.010000,0,0.257000,0.014000,-0.014000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2024-07-22,2023-10,2024-07-22
LTT 1445 A b,LTT 1445 A,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.35877595248,0.00000754897,-0.00000754897,0,,,,,1.44541541,0.29846486,-0.29846486,0,0.12895155,0.02662730,-0.02662730,0,,,,,,,,,,,,,,6.2796,,,0,403.74,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3562.00,83.00,-83.00,0,0.275953,0.008283,-0.008283,0,,,,,,,,,,4.973890,0.060229,-0.060229,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2022-08-08,2017-07,2022-08-08
MOA-bin-29 b,MOA-bin-29,0,1,1,Microlensing,2019,MOA,Published Confirmed,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,,,,,0.5300000000,0.8900000000,-0.1800000000,0,,,,,,,,,200.00000000,359.00000000,-120.00000000,0,0.63000000,1.13000000,-0.39000000,0,Mass,,,,,,,,,,,,,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,,,,,,,,,,0.060000,0.110000,-0.040000,0,,,,,,,,,,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,17h57m30.23s,269.3759583,-29d44m11.63s,-29.7365639,6890.00000000,1190.00000000,-1190.00000000,,,,,,,,,,2019-12-05,2019-12,2019-12-05
MOA-bin-29 b,MOA-bin-29,0,1,1,Microlensing,2019,MOA,Published Confirmed,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,,,,,0.3900000000,0.1200000000,-0.1100000000,0,,,,,,,,,180.00000000,310.00000000,-110.00000000,0,0.58000000,0.97000000,-0.35000000,0,Mass,,,,,,,,,,,,,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,,,,,,,,,,0.070000,0.110000,-0.040000,0,,,,,,,,,,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,17h57m30.23s,269.3759583,-29d44m11.63s,-29.7365639,6730.00000000,1210.00000000,-1210.00000000,41.6200000,3.3500000,-11.3500000,28.2900000,6.7500000,-5.7300000,,,,2019-12-05,2019-12,2019-12-05
